Min-heap,Max-heap,Min-heap-free-ratio,Max-heap-free-ratio,New-ratio,Survivor-ratio
800,1600,30,60,2,8
1200,1600,30,60,2,8
1600,1600,30,60,2,8
450,1800,30,60,2,8
900,1800,30,60,2,8
1350,1800,30,60,2,8
1800,1800,30,60,2,8
500,2000,30,60,2,8
1000,2000,30,60,2,8
1500,2000,30,60,2,8
2000,2000,30,60,2,8
150,600,40,60,2,8
300,600,40,60,2,8
450,600,40,60,2,8
600,600,40,60,2,8
200,800,40,60,2,8
400,800,40,60,2,8
600,800,40,60,2,8
800,800,40,60,2,8
250,1000,40,60,2,8
500,1000,40,60,2,8
750,1000,40,60,2,8
1000,1000,40,60,2,8
300,1200,40,60,2,8
600,1200,40,60,2,8
900,1200,40,60,2,8
1200,1200,40,60,2,8
350,1400,40,60,2,8
700,1400,40,60,2,8
1050,1400,40,60,2,8
1400,1400,40,60,2,8
400,1600,40,60,2,8
800,1600,40,60,2,8
1200,1600,40,60,2,8
1600,1600,40,60,2,8
450,1800,40,60,2,8
900,1800,40,60,2,8
1350,1800,40,60,2,8
1800,1800,40,60,2,8
500,2000,40,60,2,8
1000,2000,40,60,2,8
1500,2000,40,60,2,8
2000,2000,40,60,2,8
150,600,50,60,2,8
300,600,50,60,2,8
450,600,50,60,2,8
600,600,50,60,2,8
200,800,50,60,2,8
400,800,50,60,2,8
600,800,50,60,2,8
800,800,50,60,2,8
250,1000,50,60,2,8
500,1000,50,60,2,8
750,1000,50,60,2,8
1000,1000,50,60,2,8
300,1200,50,60,2,8
600,1200,50,60,2,8
900,1200,50,60,2,8
1200,1200,50,60,2,8
350,1400,50,60,2,8
700,1400,50,60,2,8
1050,1400,50,60,2,8
1400,1400,50,60,2,8
400,1600,50,60,2,8
800,1600,50,60,2,8
1200,1600,50,60,2,8
1600,1600,50,60,2,8
450,1800,50,60,2,8
900,1800,50,60,2,8
1350,1800,50,60,2,8
1800,1800,50,60,2,8
500,2000,50,60,2,8
1000,2000,50,60,2,8
1500,2000,50,60,2,8
2000,2000,50,60,2,8
150,600,30,70,2,8
300,600,30,70,2,8
450,600,30,70,2,8
600,600,30,70,2,8
200,800,30,70,2,8
400,800,30,70,2,8
600,800,30,70,2,8
800,800,30,70,2,8
250,1000,30,70,2,8
500,1000,30,70,2,8
750,1000,30,70,2,8
1000,1000,30,70,2,8
300,1200,30,70,2,8
600,1200,30,70,2,8
900,1200,30,70,2,8
1200,1200,30,70,2,8
350,1400,30,70,2,8
700,1400,30,70,2,8
1050,1400,30,70,2,8
1400,1400,30,70,2,8
400,1600,30,70,2,8
800,1600,30,70,2,8
1200,1600,30,70,2,8
1600,1600,30,70,2,8
450,1800,30,70,2,8
900,1800,30,70,2,8
1350,1800,30,70,2,8
1800,1800,30,70,2,8
500,2000,30,70,2,8
1000,2000,30,70,2,8
1500,2000,30,70,2,8
2000,2000,30,70,2,8
150,600,40,70,2,8
300,600,40,70,2,8
450,600,40,70,2,8
600,600,40,70,2,8
200,800,40,70,2,8
400,800,40,70,2,8
600,800,40,70,2,8
800,800,40,70,2,8
250,1000,40,70,2,8
500,1000,40,70,2,8
750,1000,40,70,2,8
1000,1000,40,70,2,8
300,1200,40,70,2,8
600,1200,40,70,2,8
900,1200,40,70,2,8
1200,1200,40,70,2,8
350,1400,40,70,2,8
700,1400,40,70,2,8
1050,1400,40,70,2,8
1400,1400,40,70,2,8
400,1600,40,70,2,8
800,1600,40,70,2,8
1200,1600,40,70,2,8
1600,1600,40,70,2,8
450,1800,40,70,2,8
900,1800,40,70,2,8
1350,1800,40,70,2,8
1800,1800,40,70,2,8
500,2000,40,70,2,8
1000,2000,40,70,2,8
1500,2000,40,70,2,8
2000,2000,40,70,2,8
150,600,50,70,2,8
300,600,50,70,2,8
450,600,50,70,2,8
600,600,50,70,2,8
200,800,50,70,2,8
400,800,50,70,2,8
600,800,50,70,2,8
800,800,50,70,2,8
250,1000,50,70,2,8
500,1000,50,70,2,8
750,1000,50,70,2,8
1000,1000,50,70,2,8
300,1200,50,70,2,8
600,1200,50,70,2,8
900,1200,50,70,2,8
1200,1200,50,70,2,8
350,1400,50,70,2,8
700,1400,50,70,2,8
1050,1400,50,70,2,8
1400,1400,50,70,2,8
400,1600,50,70,2,8
800,1600,50,70,2,8
1200,1600,50,70,2,8
1600,1600,50,70,2,8
450,1800,50,70,2,8
900,1800,50,70,2,8
1350,1800,50,70,2,8
1800,1800,50,70,2,8
500,2000,50,70,2,8
1000,2000,50,70,2,8
1500,2000,50,70,2,8
2000,2000,50,70,2,8
150,600,30,80,2,8
300,600,30,80,2,8
450,600,30,80,2,8
600,600,30,80,2,8
200,800,30,80,2,8
400,800,30,80,2,8
600,800,30,80,2,8
800,800,30,80,2,8
250,1000,30,80,2,8
500,1000,30,80,2,8
750,1000,30,80,2,8
1000,1000,30,80,2,8
300,1200,30,80,2,8
600,1200,30,80,2,8
900,1200,30,80,2,8
1200,1200,30,80,2,8
350,1400,30,80,2,8
700,1400,30,80,2,8
1050,1400,30,80,2,8
1400,1400,30,80,2,8
400,1600,30,80,2,8
800,1600,30,80,2,8
1200,1600,30,80,2,8
1600,1600,30,80,2,8
450,1800,30,80,2,8
900,1800,30,80,2,8
1350,1800,30,80,2,8
1800,1800,30,80,2,8
500,2000,30,80,2,8
1000,2000,30,80,2,8
1500,2000,30,80,2,8
2000,2000,30,80,2,8
150,600,40,80,2,8
300,600,40,80,2,8
450,600,40,80,2,8
600,600,40,80,2,8
200,800,40,80,2,8
400,800,40,80,2,8
600,800,40,80,2,8
800,800,40,80,2,8
250,1000,40,80,2,8
500,1000,40,80,2,8
750,1000,40,80,2,8
1000,1000,40,80,2,8
300,1200,40,80,2,8
600,1200,40,80,2,8
900,1200,40,80,2,8
1200,1200,40,80,2,8
350,1400,40,80,2,8
700,1400,40,80,2,8
1050,1400,40,80,2,8
1400,1400,40,80,2,8
400,1600,40,80,2,8
800,1600,40,80,2,8
1200,1600,40,80,2,8
1600,1600,40,80,2,8
450,1800,40,80,2,8
900,1800,40,80,2,8
1350,1800,40,80,2,8
1800,1800,40,80,2,8
500,2000,40,80,2,8
1000,2000,40,80,2,8
1500,2000,40,80,2,8
2000,2000,40,80,2,8
150,600,50,80,2,8
300,600,50,80,2,8
450,600,50,80,2,8
600,600,50,80,2,8
200,800,50,80,2,8
400,800,50,80,2,8
600,800,50,80,2,8
800,800,50,80,2,8
250,1000,50,80,2,8
500,1000,50,80,2,8
750,1000,50,80,2,8
1000,1000,50,80,2,8
300,1200,50,80,2,8
600,1200,50,80,2,8
900,1200,50,80,2,8
1200,1200,50,80,2,8
350,1400,50,80,2,8
700,1400,50,80,2,8
1050,1400,50,80,2,8
1400,1400,50,80,2,8
400,1600,50,80,2,8
800,1600,50,80,2,8
1200,1600,50,80,2,8
1600,1600,50,80,2,8
450,1800,50,80,2,8
900,1800,50,80,2,8
1350,1800,50,80,2,8
1800,1800,50,80,2,8
500,2000,50,80,2,8
1000,2000,50,80,2,8
1500,2000,50,80,2,8
2000,2000,50,80,2,8
150,600,30,60,3,8
300,600,30,60,3,8
450,600,30,60,3,8
600,600,30,60,3,8
200,800,30,60,3,8
400,800,30,60,3,8
600,800,30,60,3,8
800,800,30,60,3,8
250,1000,30,60,3,8
500,1000,30,60,3,8
750,1000,30,60,3,8
1000,1000,30,60,3,8
300,1200,30,60,3,8
600,1200,30,60,3,8
900,1200,30,60,3,8
1200,1200,30,60,3,8
350,1400,30,60,3,8
700,1400,30,60,3,8
1050,1400,30,60,3,8
1400,1400,30,60,3,8
400,1600,30,60,3,8
800,1600,30,60,3,8
1200,1600,30,60,3,8
1600,1600,30,60,3,8
450,1800,30,60,3,8
900,1800,30,60,3,8
1350,1800,30,60,3,8
1800,1800,30,60,3,8
500,2000,30,60,3,8
1000,2000,30,60,3,8
1500,2000,30,60,3,8
2000,2000,30,60,3,8
150,600,40,60,3,8
300,600,40,60,3,8
450,600,40,60,3,8
600,600,40,60,3,8
200,800,40,60,3,8
400,800,40,60,3,8
600,800,40,60,3,8
800,800,40,60,3,8
250,1000,40,60,3,8
500,1000,40,60,3,8
750,1000,40,60,3,8
1000,1000,40,60,3,8
300,1200,40,60,3,8
600,1200,40,60,3,8
900,1200,40,60,3,8
1200,1200,40,60,3,8
350,1400,40,60,3,8
700,1400,40,60,3,8
1050,1400,40,60,3,8
1400,1400,40,60,3,8
400,1600,40,60,3,8
800,1600,40,60,3,8
1200,1600,40,60,3,8
1600,1600,40,60,3,8
450,1800,40,60,3,8
900,1800,40,60,3,8
1350,1800,40,60,3,8
1800,1800,40,60,3,8
500,2000,40,60,3,8
1000,2000,40,60,3,8
1500,2000,40,60,3,8
2000,2000,40,60,3,8
150,600,50,60,3,8
300,600,50,60,3,8
450,600,50,60,3,8
600,600,50,60,3,8
200,800,50,60,3,8
400,800,50,60,3,8
600,800,50,60,3,8
800,800,50,60,3,8
250,1000,50,60,3,8
500,1000,50,60,3,8
750,1000,50,60,3,8
1000,1000,50,60,3,8
300,1200,50,60,3,8
600,1200,50,60,3,8
900,1200,50,60,3,8
1200,1200,50,60,3,8
350,1400,50,60,3,8
700,1400,50,60,3,8
1050,1400,50,60,3,8
1400,1400,50,60,3,8
400,1600,50,60,3,8
800,1600,50,60,3,8
1200,1600,50,60,3,8
1600,1600,50,60,3,8
450,1800,50,60,3,8
900,1800,50,60,3,8
1350,1800,50,60,3,8
1800,1800,50,60,3,8
500,2000,50,60,3,8
1000,2000,50,60,3,8
1500,2000,50,60,3,8
2000,2000,50,60,3,8
150,600,30,70,3,8
300,600,30,70,3,8
450,600,30,70,3,8
600,600,30,70,3,8
200,800,30,70,3,8
400,800,30,70,3,8
600,800,30,70,3,8
800,800,30,70,3,8
250,1000,30,70,3,8
500,1000,30,70,3,8
750,1000,30,70,3,8
1000,1000,30,70,3,8
300,1200,30,70,3,8
600,1200,30,70,3,8
900,1200,30,70,3,8
1200,1200,30,70,3,8
350,1400,30,70,3,8
700,1400,30,70,3,8
1050,1400,30,70,3,8
1400,1400,30,70,3,8
400,1600,30,70,3,8
800,1600,30,70,3,8
1200,1600,30,70,3,8
1600,1600,30,70,3,8
450,1800,30,70,3,8
900,1800,30,70,3,8
1350,1800,30,70,3,8
1800,1800,30,70,3,8
500,2000,30,70,3,8
1000,2000,30,70,3,8
1500,2000,30,70,3,8
2000,2000,30,70,3,8
150,600,40,70,3,8
300,600,40,70,3,8
450,600,40,70,3,8
600,600,40,70,3,8
200,800,40,70,3,8
400,800,40,70,3,8
600,800,40,70,3,8
800,800,40,70,3,8
250,1000,40,70,3,8
500,1000,40,70,3,8
750,1000,40,70,3,8
1000,1000,40,70,3,8
300,1200,40,70,3,8
600,1200,40,70,3,8
900,1200,40,70,3,8
1200,1200,40,70,3,8
350,1400,40,70,3,8
700,1400,40,70,3,8
1050,1400,40,70,3,8
1400,1400,40,70,3,8
400,1600,40,70,3,8
800,1600,40,70,3,8
1200,1600,40,70,3,8
1600,1600,40,70,3,8
450,1800,40,70,3,8
900,1800,40,70,3,8
1350,1800,40,70,3,8
1800,1800,40,70,3,8
500,2000,40,70,3,8
1000,2000,40,70,3,8
1500,2000,40,70,3,8
2000,2000,40,70,3,8
150,600,50,70,3,8
300,600,50,70,3,8
450,600,50,70,3,8
600,600,50,70,3,8
200,800,50,70,3,8
400,800,50,70,3,8
600,800,50,70,3,8
800,800,50,70,3,8
250,1000,50,70,3,8
500,1000,50,70,3,8
750,1000,50,70,3,8
1000,1000,50,70,3,8
300,1200,50,70,3,8
600,1200,50,70,3,8
900,1200,50,70,3,8
1200,1200,50,70,3,8
350,1400,50,70,3,8
700,1400,50,70,3,8
1050,1400,50,70,3,8
1400,1400,50,70,3,8
400,1600,50,70,3,8
800,1600,50,70,3,8
1200,1600,50,70,3,8
1600,1600,50,70,3,8
450,1800,50,70,3,8
900,1800,50,70,3,8
1350,1800,50,70,3,8
1800,1800,50,70,3,8
500,2000,50,70,3,8
1000,2000,50,70,3,8
1500,2000,50,70,3,8
2000,2000,50,70,3,8
150,600,30,80,3,8
300,600,30,80,3,8
450,600,30,80,3,8
600,600,30,80,3,8
200,800,30,80,3,8
400,800,30,80,3,8
600,800,30,80,3,8
800,800,30,80,3,8
250,1000,30,80,3,8
500,1000,30,80,3,8
750,1000,30,80,3,8
1000,1000,30,80,3,8
300,1200,30,80,3,8
600,1200,30,80,3,8
900,1200,30,80,3,8
1200,1200,30,80,3,8
350,1400,30,80,3,8
700,1400,30,80,3,8
1050,1400,30,80,3,8
1400,1400,30,80,3,8
400,1600,30,80,3,8
800,1600,30,80,3,8
1200,1600,30,80,3,8
1600,1600,30,80,3,8
450,1800,30,80,3,8
900,1800,30,80,3,8
1350,1800,30,80,3,8
1800,1800,30,80,3,8
500,2000,30,80,3,8
1000,2000,30,80,3,8
1500,2000,30,80,3,8
2000,2000,30,80,3,8
150,600,40,80,3,8
300,600,40,80,3,8
450,600,40,80,3,8
600,600,40,80,3,8
200,800,40,80,3,8
400,800,40,80,3,8
600,800,40,80,3,8
800,800,40,80,3,8
250,1000,40,80,3,8
500,1000,40,80,3,8
750,1000,40,80,3,8
1000,1000,40,80,3,8
300,1200,40,80,3,8
600,1200,40,80,3,8
900,1200,40,80,3,8
1200,1200,40,80,3,8
350,1400,40,80,3,8
700,1400,40,80,3,8
1050,1400,40,80,3,8
1400,1400,40,80,3,8
400,1600,40,80,3,8
800,1600,40,80,3,8
1200,1600,40,80,3,8
1600,1600,40,80,3,8
450,1800,40,80,3,8
900,1800,40,80,3,8
1350,1800,40,80,3,8
1800,1800,40,80,3,8
500,2000,40,80,3,8
1000,2000,40,80,3,8
1500,2000,40,80,3,8
2000,2000,40,80,3,8
150,600,50,80,3,8
300,600,50,80,3,8
450,600,50,80,3,8
600,600,50,80,3,8
200,800,50,80,3,8
400,800,50,80,3,8
600,800,50,80,3,8
800,800,50,80,3,8
250,1000,50,80,3,8
500,1000,50,80,3,8
750,1000,50,80,3,8
1000,1000,50,80,3,8
300,1200,50,80,3,8
600,1200,50,80,3,8
900,1200,50,80,3,8
1200,1200,50,80,3,8
350,1400,50,80,3,8
700,1400,50,80,3,8
1050,1400,50,80,3,8
1400,1400,50,80,3,8
400,1600,50,80,3,8
800,1600,50,80,3,8
1200,1600,50,80,3,8
1600,1600,50,80,3,8
450,1800,50,80,3,8
900,1800,50,80,3,8
1350,1800,50,80,3,8
1800,1800,50,80,3,8
500,2000,50,80,3,8
1000,2000,50,80,3,8
1500,2000,50,80,3,8
2000,2000,50,80,3,8
150,600,30,60,4,8
300,600,30,60,4,8
450,600,30,60,4,8
600,600,30,60,4,8
200,800,30,60,4,8
400,800,30,60,4,8
600,800,30,60,4,8
800,800,30,60,4,8
250,1000,30,60,4,8
500,1000,30,60,4,8
750,1000,30,60,4,8
1000,1000,30,60,4,8
300,1200,30,60,4,8
600,1200,30,60,4,8
900,1200,30,60,4,8
1200,1200,30,60,4,8
350,1400,30,60,4,8
700,1400,30,60,4,8
1050,1400,30,60,4,8
1400,1400,30,60,4,8
400,1600,30,60,4,8
800,1600,30,60,4,8
1200,1600,30,60,4,8
1600,1600,30,60,4,8
450,1800,30,60,4,8
900,1800,30,60,4,8
1350,1800,30,60,4,8
1800,1800,30,60,4,8
500,2000,30,60,4,8
1000,2000,30,60,4,8
1500,2000,30,60,4,8
2000,2000,30,60,4,8
150,600,40,60,4,8
300,600,40,60,4,8
450,600,40,60,4,8
600,600,40,60,4,8
200,800,40,60,4,8
400,800,40,60,4,8
600,800,40,60,4,8
800,800,40,60,4,8
250,1000,40,60,4,8
500,1000,40,60,4,8
750,1000,40,60,4,8
1000,1000,40,60,4,8
300,1200,40,60,4,8
600,1200,40,60,4,8
900,1200,40,60,4,8
1200,1200,40,60,4,8
350,1400,40,60,4,8
700,1400,40,60,4,8
1050,1400,40,60,4,8
1400,1400,40,60,4,8
400,1600,40,60,4,8
800,1600,40,60,4,8
1200,1600,40,60,4,8
1600,1600,40,60,4,8
450,1800,40,60,4,8
900,1800,40,60,4,8
1350,1800,40,60,4,8
1800,1800,40,60,4,8
500,2000,40,60,4,8
1000,2000,40,60,4,8
1500,2000,40,60,4,8
2000,2000,40,60,4,8
150,600,50,60,4,8
300,600,50,60,4,8
450,600,50,60,4,8
600,600,50,60,4,8
200,800,50,60,4,8
400,800,50,60,4,8
600,800,50,60,4,8
800,800,50,60,4,8
250,1000,50,60,4,8
500,1000,50,60,4,8
750,1000,50,60,4,8
1000,1000,50,60,4,8
300,1200,50,60,4,8
600,1200,50,60,4,8
900,1200,50,60,4,8
1200,1200,50,60,4,8
350,1400,50,60,4,8
700,1400,50,60,4,8
1050,1400,50,60,4,8
1400,1400,50,60,4,8
400,1600,50,60,4,8
800,1600,50,60,4,8
1200,1600,50,60,4,8
1600,1600,50,60,4,8
450,1800,50,60,4,8
900,1800,50,60,4,8
1350,1800,50,60,4,8
1800,1800,50,60,4,8
500,2000,50,60,4,8
1000,2000,50,60,4,8
1500,2000,50,60,4,8
2000,2000,50,60,4,8
150,600,30,70,4,8
300,600,30,70,4,8
450,600,30,70,4,8
600,600,30,70,4,8
200,800,30,70,4,8
400,800,30,70,4,8
600,800,30,70,4,8
800,800,30,70,4,8
250,1000,30,70,4,8
500,1000,30,70,4,8
750,1000,30,70,4,8
1000,1000,30,70,4,8
300,1200,30,70,4,8
600,1200,30,70,4,8
900,1200,30,70,4,8
1200,1200,30,70,4,8
350,1400,30,70,4,8
700,1400,30,70,4,8
1050,1400,30,70,4,8
1400,1400,30,70,4,8
400,1600,30,70,4,8
800,1600,30,70,4,8
1200,1600,30,70,4,8
1600,1600,30,70,4,8
450,1800,30,70,4,8
900,1800,30,70,4,8
1350,1800,30,70,4,8
1800,1800,30,70,4,8
500,2000,30,70,4,8
1000,2000,30,70,4,8
1500,2000,30,70,4,8
2000,2000,30,70,4,8
150,600,40,70,4,8
300,600,40,70,4,8
450,600,40,70,4,8
600,600,40,70,4,8
200,800,40,70,4,8
400,800,40,70,4,8
600,800,40,70,4,8
800,800,40,70,4,8
250,1000,40,70,4,8
500,1000,40,70,4,8
750,1000,40,70,4,8
1000,1000,40,70,4,8
300,1200,40,70,4,8
600,1200,40,70,4,8
900,1200,40,70,4,8
1200,1200,40,70,4,8
350,1400,40,70,4,8
700,1400,40,70,4,8
1050,1400,40,70,4,8
1400,1400,40,70,4,8
400,1600,40,70,4,8
800,1600,40,70,4,8
1200,1600,40,70,4,8
1600,1600,40,70,4,8
450,1800,40,70,4,8
900,1800,40,70,4,8
1350,1800,40,70,4,8
1800,1800,40,70,4,8
500,2000,40,70,4,8
1000,2000,40,70,4,8
1500,2000,40,70,4,8
2000,2000,40,70,4,8
150,600,50,70,4,8
300,600,50,70,4,8
450,600,50,70,4,8
600,600,50,70,4,8
200,800,50,70,4,8
400,800,50,70,4,8
600,800,50,70,4,8
800,800,50,70,4,8
250,1000,50,70,4,8
500,1000,50,70,4,8
750,1000,50,70,4,8
1000,1000,50,70,4,8
300,1200,50,70,4,8
600,1200,50,70,4,8
900,1200,50,70,4,8
1200,1200,50,70,4,8
350,1400,50,70,4,8
700,1400,50,70,4,8
1050,1400,50,70,4,8
1400,1400,50,70,4,8
400,1600,50,70,4,8
800,1600,50,70,4,8
1200,1600,50,70,4,8
1600,1600,50,70,4,8
450,1800,50,70,4,8
900,1800,50,70,4,8
1350,1800,50,70,4,8
1800,1800,50,70,4,8
500,2000,50,70,4,8
1000,2000,50,70,4,8
1500,2000,50,70,4,8
2000,2000,50,70,4,8
150,600,30,80,4,8
300,600,30,80,4,8
450,600,30,80,4,8
600,600,30,80,4,8
200,800,30,80,4,8
400,800,30,80,4,8
600,800,30,80,4,8
800,800,30,80,4,8
250,1000,30,80,4,8
500,1000,30,80,4,8
750,1000,30,80,4,8
1000,1000,30,80,4,8
300,1200,30,80,4,8
600,1200,30,80,4,8
900,1200,30,80,4,8
1200,1200,30,80,4,8
350,1400,30,80,4,8
700,1400,30,80,4,8
1050,1400,30,80,4,8
1400,1400,30,80,4,8
400,1600,30,80,4,8
800,1600,30,80,4,8
1200,1600,30,80,4,8
1600,1600,30,80,4,8
450,1800,30,80,4,8
900,1800,30,80,4,8
1350,1800,30,80,4,8
1800,1800,30,80,4,8
500,2000,30,80,4,8
1000,2000,30,80,4,8
1500,2000,30,80,4,8
2000,2000,30,80,4,8
150,600,40,80,4,8
300,600,40,80,4,8
450,600,40,80,4,8
600,600,40,80,4,8
200,800,40,80,4,8
400,800,40,80,4,8
600,800,40,80,4,8
800,800,40,80,4,8
250,1000,40,80,4,8
500,1000,40,80,4,8
750,1000,40,80,4,8
1000,1000,40,80,4,8
300,1200,40,80,4,8
600,1200,40,80,4,8
900,1200,40,80,4,8
1200,1200,40,80,4,8
350,1400,40,80,4,8
700,1400,40,80,4,8
1050,1400,40,80,4,8
1400,1400,40,80,4,8
400,1600,40,80,4,8
800,1600,40,80,4,8
1200,1600,40,80,4,8
1600,1600,40,80,4,8
450,1800,40,80,4,8
900,1800,40,80,4,8
1350,1800,40,80,4,8
1800,1800,40,80,4,8
500,2000,40,80,4,8
1000,2000,40,80,4,8
1500,2000,40,80,4,8
2000,2000,40,80,4,8
150,600,50,80,4,8
300,600,50,80,4,8
450,600,50,80,4,8
600,600,50,80,4,8
200,800,50,80,4,8
400,800,50,80,4,8
600,800,50,80,4,8
800,800,50,80,4,8
250,1000,50,80,4,8
500,1000,50,80,4,8
750,1000,50,80,4,8
1000,1000,50,80,4,8
300,1200,50,80,4,8
600,1200,50,80,4,8
900,1200,50,80,4,8
1200,1200,50,80,4,8
350,1400,50,80,4,8
700,1400,50,80,4,8
1050,1400,50,80,4,8
1400,1400,50,80,4,8
400,1600,50,80,4,8
800,1600,50,80,4,8
1200,1600,50,80,4,8
1600,1600,50,80,4,8
450,1800,50,80,4,8
900,1800,50,80,4,8
1350,1800,50,80,4,8
1800,1800,50,80,4,8
500,2000,50,80,4,8
1000,2000,50,80,4,8
1500,2000,50,80,4,8
2000,2000,50,80,4,8
150,600,30,60,2,9
300,600,30,60,2,9
450,600,30,60,2,9
600,600,30,60,2,9
200,800,30,60,2,9
400,800,30,60,2,9
600,800,30,60,2,9
800,800,30,60,2,9
250,1000,30,60,2,9
500,1000,30,60,2,9
750,1000,30,60,2,9
1000,1000,30,60,2,9
300,1200,30,60,2,9
600,1200,30,60,2,9
900,1200,30,60,2,9
1200,1200,30,60,2,9
350,1400,30,60,2,9
700,1400,30,60,2,9
1050,1400,30,60,2,9
1400,1400,30,60,2,9
400,1600,30,60,2,9
800,1600,30,60,2,9
1200,1600,30,60,2,9
1600,1600,30,60,2,9
450,1800,30,60,2,9
900,1800,30,60,2,9
1350,1800,30,60,2,9
1800,1800,30,60,2,9
500,2000,30,60,2,9
1000,2000,30,60,2,9
1500,2000,30,60,2,9
2000,2000,30,60,2,9
150,600,40,60,2,9
300,600,40,60,2,9
450,600,40,60,2,9
600,600,40,60,2,9
200,800,40,60,2,9
400,800,40,60,2,9
600,800,40,60,2,9
800,800,40,60,2,9
250,1000,40,60,2,9
500,1000,40,60,2,9
750,1000,40,60,2,9
1000,1000,40,60,2,9
300,1200,40,60,2,9
600,1200,40,60,2,9
900,1200,40,60,2,9
1200,1200,40,60,2,9
350,1400,40,60,2,9
700,1400,40,60,2,9
1050,1400,40,60,2,9
1400,1400,40,60,2,9
400,1600,40,60,2,9
800,1600,40,60,2,9
1200,1600,40,60,2,9
1600,1600,40,60,2,9
450,1800,40,60,2,9
900,1800,40,60,2,9
1350,1800,40,60,2,9
1800,1800,40,60,2,9
500,2000,40,60,2,9
1000,2000,40,60,2,9
1500,2000,40,60,2,9
2000,2000,40,60,2,9
150,600,50,60,2,9
300,600,50,60,2,9
450,600,50,60,2,9
600,600,50,60,2,9
200,800,50,60,2,9
400,800,50,60,2,9
600,800,50,60,2,9
800,800,50,60,2,9
250,1000,50,60,2,9
500,1000,50,60,2,9
750,1000,50,60,2,9
1000,1000,50,60,2,9
300,1200,50,60,2,9
600,1200,50,60,2,9
900,1200,50,60,2,9
1200,1200,50,60,2,9
350,1400,50,60,2,9
700,1400,50,60,2,9
1050,1400,50,60,2,9
1400,1400,50,60,2,9
400,1600,50,60,2,9
800,1600,50,60,2,9
1200,1600,50,60,2,9
1600,1600,50,60,2,9
450,1800,50,60,2,9
900,1800,50,60,2,9
1350,1800,50,60,2,9
1800,1800,50,60,2,9
500,2000,50,60,2,9
1000,2000,50,60,2,9
1500,2000,50,60,2,9
2000,2000,50,60,2,9
150,600,30,70,2,9
300,600,30,70,2,9
450,600,30,70,2,9
600,600,30,70,2,9
200,800,30,70,2,9
400,800,30,70,2,9
600,800,30,70,2,9
800,800,30,70,2,9
250,1000,30,70,2,9
500,1000,30,70,2,9
750,1000,30,70,2,9
1000,1000,30,70,2,9
300,1200,30,70,2,9
600,1200,30,70,2,9
900,1200,30,70,2,9
1200,1200,30,70,2,9
350,1400,30,70,2,9
700,1400,30,70,2,9
1050,1400,30,70,2,9
1400,1400,30,70,2,9
400,1600,30,70,2,9
800,1600,30,70,2,9
1200,1600,30,70,2,9
1600,1600,30,70,2,9
450,1800,30,70,2,9
900,1800,30,70,2,9
1350,1800,30,70,2,9
1800,1800,30,70,2,9
500,2000,30,70,2,9
1000,2000,30,70,2,9
1500,2000,30,70,2,9
2000,2000,30,70,2,9
150,600,40,70,2,9
300,600,40,70,2,9
450,600,40,70,2,9
600,600,40,70,2,9
200,800,40,70,2,9
400,800,40,70,2,9
600,800,40,70,2,9
800,800,40,70,2,9
250,1000,40,70,2,9
500,1000,40,70,2,9
750,1000,40,70,2,9
1000,1000,40,70,2,9
300,1200,40,70,2,9
600,1200,40,70,2,9
900,1200,40,70,2,9
1200,1200,40,70,2,9
350,1400,40,70,2,9
700,1400,40,70,2,9
1050,1400,40,70,2,9
1400,1400,40,70,2,9
400,1600,40,70,2,9
800,1600,40,70,2,9
1200,1600,40,70,2,9
1600,1600,40,70,2,9
450,1800,40,70,2,9
900,1800,40,70,2,9
1350,1800,40,70,2,9
1800,1800,40,70,2,9
500,2000,40,70,2,9
1000,2000,40,70,2,9
1500,2000,40,70,2,9
2000,2000,40,70,2,9
150,600,50,70,2,9
300,600,50,70,2,9
450,600,50,70,2,9
600,600,50,70,2,9
200,800,50,70,2,9
400,800,50,70,2,9
600,800,50,70,2,9
800,800,50,70,2,9
250,1000,50,70,2,9
500,1000,50,70,2,9
750,1000,50,70,2,9
1000,1000,50,70,2,9
300,1200,50,70,2,9
600,1200,50,70,2,9
900,1200,50,70,2,9
1200,1200,50,70,2,9
350,1400,50,70,2,9
700,1400,50,70,2,9
1050,1400,50,70,2,9
1400,1400,50,70,2,9
400,1600,50,70,2,9
800,1600,50,70,2,9
1200,1600,50,70,2,9
1600,1600,50,70,2,9
450,1800,50,70,2,9
900,1800,50,70,2,9
1350,1800,50,70,2,9
1800,1800,50,70,2,9
500,2000,50,70,2,9
1000,2000,50,70,2,9
1500,2000,50,70,2,9
2000,2000,50,70,2,9
150,600,30,80,2,9
300,600,30,80,2,9
450,600,30,80,2,9
600,600,30,80,2,9
200,800,30,80,2,9
400,800,30,80,2,9
600,800,30,80,2,9
800,800,30,80,2,9
250,1000,30,80,2,9
500,1000,30,80,2,9
750,1000,30,80,2,9
1000,1000,30,80,2,9
300,1200,30,80,2,9
600,1200,30,80,2,9
900,1200,30,80,2,9
1200,1200,30,80,2,9
350,1400,30,80,2,9
700,1400,30,80,2,9
1050,1400,30,80,2,9
1400,1400,30,80,2,9
400,1600,30,80,2,9
800,1600,30,80,2,9
1200,1600,30,80,2,9
1600,1600,30,80,2,9
450,1800,30,80,2,9
900,1800,30,80,2,9
1350,1800,30,80,2,9
1800,1800,30,80,2,9
500,2000,30,80,2,9
1000,2000,30,80,2,9
